age,height,weight
23,159,62.3
21,175,72.5
21,187,89.7
23,190,91.6
18,173,70.6
36,164,69.6
25,175,73.8
61,149,58.6
21,166,71.9
23,176,73.7
23,179,77.1
22,185,81.8
21,180,77.6
21,155,63.6
20,150,56.3
23,175,72.4
20,179,82.0
22,182,77.0
22,168,68.6
20,183,82.7
23,190,92.7
19,180,79.1
21,162,62.2
24,163,64.4
19,160,64.4
18,174,74.9
23,178,80.8
23,163,64.3
22,160,62.7
23,194,90.9
20,165,74.2
21,160,68.7
20,176,74.5
18,176,77.1
23,170,67.9
19,178,76.8
20,170,75.4
21,168,71.2
21,172,74.3
19,175,72.3
22,182,81.3
23,183,81.6
21,169,70.9
20,155,62.9
22,173,76.3
21,164,72.3
20,180,78.8
20,172,67.6
19,157,64.5
24,179,81.4
20,183,82.9
20,178,76.5
24,161,67.6
19,165,68.6
19,169,65.4
22,162,67.5
25,193,93.8
22,178,74.6
22,159,60.5
21,182,82.0
23,172,75.6
25,144,57.5
24,176,73.8
20,172,70.3
63,167,73.6
19,187,87.6
21,175,75.8
22,171,69.3
24,185,81.1
19,165,70.8
21,166,70.5
25,156,60.4
18,172,69.9
60,163,66.8
20,169,66.7
19,164,69.7
21,188,86.1
22,160,59.9
21,165,66.6
19,171,68.7
23,155,56.4
24,158,62.1
19,186,85.6
22,160,64.9
22,164,64.5
20,178,75.9
22,183,81.3
21,182,79.2
24,169,69.1
23,187,80.0
19,158,62.1
53,152,62.5
19,179,79.3
19,175,69.3
19,184,81.0
22,184,82.1
23,176,78.2
23,168,74.0
22,166,66.2
20,169,67.3
22,160,66.8
21,184,83.0
26,191,91.3
59,175,72.9
20,153,62.6
19,165,66.0
24,177,76.3
19,178,76.9
21,197,97.0
54,152,63.8
22,155,62.1
22,156,62.0
22,176,71.3
21,151,64.4
23,186,89.3
27,185,86.6
24,169,73.6
23,165,68.2
24,178,76.5
24,161,65.8
19,183,82.2
19,171,72.5
18,182,77.6
22,166,66.1
21,166,68.2
19,167,64.9
22,180,81.0
25,166,70.6
23,157,67.7
20,197,94.3
19,158,67.2
18,195,98.7
19,177,76.0
22,189,87.9
24,161,68.1
20,191,89.4
21,182,81.3
20,172,78.1
22,164,66.0
23,169,68.4
47,166,65.5
20,179,79.1
23,178,73.4
24,182,79.5
22,175,74.9
21,182,85.3
20,186,81.0
24,174,76.0
21,159,66.0
58,169,74.6
21,191,89.0
23,176,77.4
20,163,65.3
23,155,62.1
23,170,76.6
25,187,86.0
19,182,78.8
19,166,68.7
20,188,85.2
22,175,79.6
20,180,81.2
20,178,78.7
20,167,68.4
18,167,68.5
22,167,73.1
24,165,63.2
21,178,77.4
21,171,68.3
23,194,93.7
21,153,57.6
23,187,88.7
25,168,68.9
20,146,61.4
22,176,73.4
21,169,68.7
22,165,70.4
19,180,75.0
22,176,76.8
23,181,82.6
20,167,71.1
19,186,85.3
23,175,74.3
21,172,73.3
20,182,79.4
21,179,75.7
19,178,73.3
22,178,78.9
24,188,88.6
22,169,70.6
23,177,74.7
23,154,61.9
21,176,75.0
29,190,90.1
33,171,70.2
60,149,58.2
22,176,72.3
51,188,87.6
21,160,65.0
22,154,62.0
20,172,73.6
21,162,65.5
24,152,60.7
21,181,84.9
21,175,70.4
23,182,79.7
21,158,62.1
22,159,64.7
20,173,72.7
26,184,79.3
23,178,76.3
23,162,66.9
20,167,69.5
20,190,88.6
21,158,62.8
21,174,75.7
21,171,68.3
30,170,66.4
21,162,68.7
20,175,70.7
21,168,69.1
23,156,65.8
21,159,66.0
23,153,61.3
23,185,85.6
19,192,96.0
22,158,62.2
23,171,70.4
24,183,77.5
23,166,66.9
21,174,71.6
23,156,60.5
20,165,66.5
20,175,71.3
21,170,72.4
21,167,68.3
22,157,63.0
22,160,64.9
21,152,60.1
20,153,64.6
20,148,62.0
21,177,80.0
23,181,79.1
22,164,69.3
20,166,68.9
20,173,72.9
20,157,58.6
23,183,81.1
21,161,65.1
63,169,70.0
21,157,63.3
19,187,88.1
20,159,65.9
23,168,67.0
22,154,65.3
19,166,67.5
21,171,74.1
20,161,63.4
22,171,74.7
22,169,66.1
22,185,82.9
21,188,80.6
25,171,79.2
19,147,61.9
19,175,76.7
21,166,69.5
22,166,63.1
27,156,58.0
22,157,68.8
19,182,80.6
21,170,68.7
20,167,69.3
21,185,86.0
19,190,84.2
20,168,64.9
21,164,67.3
21,175,68.9
19,176,75.7
19,172,70.4
20,167,68.8
20,178,77.7
23,179,77.9
20,163,63.7
20,170,71.6
23,166,69.9
22,170,69.9
21,178,78.9
24,185,79.8
19,158,65.8
18,177,77.0
22,165,67.4
19,185,86.2
22,161,63.6
20,161,64.0
21,174,74.0
23,173,72.2
25,163,68.2
19,146,54.3
22,162,63.5
19,157,60.8
20,168,67.1
20,164,62.5
19,177,79.7
22,190,89.0
23,178,76.1
25,170,72.9
23,172,71.5
19,172,71.4
21,183,82.4
25,178,77.9
20,184,86.4
21,184,81.6
24,166,72.0
22,174,75.5
19,152,63.0
22,177,73.0
19,174,74.1
20,162,62.0
22,150,58.7
19,155,57.9
19,188,86.1
22,173,74.9
24,185,84.2
23,143,55.7
21,182,78.5
21,184,86.0
23,168,67.5
22,171,71.5
22,177,72.4
22,176,72.2
21,157,67.3
25,178,76.0
21,178,78.0
22,180,77.6
27,184,85.5
21,162,67.6
22,179,78.7
25,153,57.5
21,161,66.5
21,184,83.3
21,167,73.3
20,183,75.8
20,168,68.6
48,159,63.6
23,191,92.0
23,166,70.2
22,160,66.6
21,188,90.1
21,190,88.7
20,161,65.6
36,167,72.8
22,145,59.9
21,188,90.9
19,186,82.7
24,184,77.7
19,167,73.0
19,169,70.9
22,150,60.0
56,170,72.6
20,192,91.9
22,173,69.1
21,190,88.5
19,164,71.2
19,162,66.1
20,168,68.6
25,168,74.3
22,182,79.2
23,182,80.7
23,162,62.5
24,173,72.9
22,176,75.0
21,186,88.4
22,160,63.0
20,186,86.0
19,171,74.7
23,179,79.6
19,176,75.5
20,156,62.6
21,185,79.9
21,183,81.9
23,174,75.6
19,158,66.1
23,142,56.8
22,155,60.9
19,182,81.4
20,183,83.3
24,165,66.9
23,164,64.2
20,172,70.6
23,154,58.5
21,186,83.5
21,187,85.6
19,174,72.5
23,160,64.0
23,184,80.4
23,191,90.9
20,182,82.6
20,165,66.0
18,167,71.6
22,170,69.1
20,164,67.8
21,154,61.6
19,146,61.1
21,189,85.4
21,183,78.1
21,161,62.0
20,179,78.8
20,164,66.6
22,170,74.8
23,177,75.6
24,175,75.7
19,175,73.7
20,169,69.8
19,159,62.6
20,181,78.0
23,157,61.2
21,173,73.1
21,154,58.7
24,173,75.3
21,167,70.2
18,161,64.8
20,187,87.3
25,169,74.8
19,165,68.3
20,175,76.0
23,183,84.4
20,183,81.1
20,175,75.5
24,164,63.2
18,149,62.1
21,176,70.7
21,167,66.1
32,162,67.9
19,172,70.3
22,154,60.5
19,185,83.6
20,169,65.8
20,181,80.6
22,178,78.1
23,178,78.2
21,177,74.9
25,161,60.8
20,170,70.8
19,157,60.3
23,181,87.3
20,165,72.7
22,154,64.0
20,183,80.6
22,172,66.9
21,166,68.8
20,154,62.1
20,162,63.8
21,178,73.7
18,178,79.3
23,174,74.3
21,178,73.5
20,182,81.5
22,184,84.1
21,187,87.2
23,179,76.1
20,181,80.9
22,169,70.8
22,170,71.2
20,173,75.3
20,182,80.1
22,169,69.6
20,166,65.7
21,180,78.7
20,179,79.7
22,177,76.3
20,176,78.4
23,157,67.0
21,173,70.0
20,170,72.1
24,168,68.3
19,183,82.5
21,161,65.8
19,156,61.6
20,164,69.8
31,162,63.9
21,176,77.9
21,181,79.9
23,163,66.8
19,187,90.9
19,159,67.2
23,179,76.9
22,194,96.7
25,154,60.0
44,172,74.0
22,150,62.8
21,176,73.7
22,146,61.2
21,149,58.0
21,173,76.6
19,173,75.5
22,182,83.6
22,150,58.7
29,190,90.0
50,179,79.6
24,167,71.5
20,176,75.5
21,168,74.0
20,188,86.7
22,183,80.7
23,160,63.9
22,178,76.1
20,178,74.7
18,179,77.0
19,173,71.9
20,190,86.2
23,170,73.9
22,162,64.2
24,164,71.8
21,163,68.2
20,176,72.4
19,170,69.6
19,163,64.9
21,174,73.1
21,170,69.0
21,179,81.0
21,182,81.0
21,158,63.2
22,176,77.1
22,178,75.8
21,155,61.1
21,162,68.1
18,172,72.3
22,172,71.0
20,174,72.9
21,160,65.1
23,166,65.2
21,170,67.8
23,159,66.7
23,206,113.6
21,181,83.9
22,173,72.4
25,163,67.7
60,153,58.6
24,166,69.0
22,172,74.2
23,167,73.8
23,183,81.4
22,157,63.0
22,160,61.9
22,179,79.9
25,166,67.3
19,167,69.7
21,181,75.4
23,161,63.5
21,182,78.6
23,175,75.4
20,159,63.4
22,179,77.4
21,165,70.6
22,164,69.9
19,179,73.7
42,187,89.3
25,170,74.8
19,192,94.3
30,172,71.7
20,178,76.3
23,153,63.8
23,183,79.2
25,157,62.2
57,160,59.7
23,168,67.3
24,174,75.5
32,158,60.9
24,160,65.9
22,154,62.6
20,173,73.7
21,178,76.5
19,160,65.7
24,185,81.8
19,164,65.8
21,164,67.1
21,173,70.1
20,174,72.2
20,185,85.5
21,185,83.6
23,188,88.3
21,179,78.2
25,195,100.4
22,162,66.5
24,169,68.7
20,175,77.2
22,177,75.1
19,157,67.0
23,185,87.1
21,169,72.0
24,163,69.5
20,174,76.8
42,190,87.5
21,170,67.7
22,172,70.0
21,174,72.1
21,173,74.6
24,162,66.7
21,153,61.1
23,171,71.0
19,195,92.2
21,169,68.3
21,167,72.3
22,154,67.5
22,159,62.1
21,184,83.2
19,182,78.9
19,181,74.6
23,186,85.1
22,175,77.5
21,142,58.6
21,157,68.0
21,165,67.9
22,183,83.1
21,164,69.5
19,169,69.8
20,163,63.8
21,159,64.1
20,163,63.4
21,179,75.1
19,182,74.4
61,173,76.3
20,168,65.1
20,161,59.9
47,159,66.5
21,180,75.2
21,173,77.4
22,176,72.8
23,174,73.8
21,159,65.4
23,183,84.5
21,184,77.9
21,164,66.8
20,183,83.8
19,191,91.6
22,175,73.7
22,180,75.2
20,174,74.6
20,174,71.7
19,167,71.1
23,146,59.9
24,173,71.9
23,164,67.1
41,182,78.8
24,180,77.7
19,160,67.2
23,179,81.3
21,180,80.2
25,159,64.7
21,175,73.8
21,184,86.7
20,189,89.2
20,173,71.9
22,159,65.2
21,175,73.7
21,169,70.9
20,156,59.7
19,160,64.9
19,177,71.4
20,185,86.0
24,191,89.1
22,166,69.1
22,171,72.0
54,180,78.0
20,183,79.9
21,195,95.4
22,170,68.8
20,156,62.8
22,178,80.1
22,178,73.6
23,159,63.4
21,151,57.9
21,166,67.8
20,175,75.2
22,175,76.4
20,157,63.7
21,185,81.2
24,172,66.5
24,173,72.6
20,163,66.3
22,176,74.2
20,168,70.8
35,165,68.9
21,170,72.7
21,179,79.4
20,180,76.8
24,170,74.2
20,161,68.0
60,182,80.7
23,198,102.1
19,165,69.8
22,184,84.8
22,169,71.2
19,182,85.5
21,158,65.4
21,192,88.3
19,184,80.8
20,165,68.6
21,177,79.7
20,190,86.8
21,196,94.1
22,164,69.1
25,174,74.5
22,191,92.0
20,153,62.5
20,181,83.6
21,157,63.5
22,155,64.0
20,168,73.3
21,163,65.9
20,184,81.2
23,166,70.7
29,184,82.2
20,159,63.1
20,168,71.7
25,158,61.4
27,168,68.9
19,168,68.3
21,191,89.2
20,168,67.3
27,179,73.2
22,166,71.0
23,169,70.6
20,158,63.4
19,175,70.2
21,188,85.6
21,181,78.8
21,169,68.0
22,176,71.9
23,154,60.6
20,187,85.5
27,154,65.0
21,183,82.1
22,181,75.5
20,179,73.0
22,186,82.2
21,154,61.3
25,178,79.6
20,176,80.9
25,186,86.7
19,175,71.4
23,173,75.0
22,173,76.9
22,166,68.7
23,157,65.7
21,173,77.7
23,157,63.4
19,172,71.7
22,155,63.4
18,200,103.6
22,174,73.8
23,149,61.9
19,174,71.0
19,169,71.0
20,163,68.8
19,176,77.8
24,156,65.4
23,165,69.3
21,169,66.9
22,186,84.7
25,172,75.0
22,153,64.8
23,155,64.1
22,163,69.3
22,170,69.2
21,166,67.2
23,177,72.0
59,144,61.9
21,181,78.1
22,156,60.2
22,145,61.1
20,173,78.5
23,183,79.7
22,179,78.5
23,178,76.4
23,182,80.6
22,163,66.9
30,190,89.1
20,159,63.2
21,168,68.5
21,181,82.0
24,174,72.8
20,176,76.8
24,185,79.0
21,185,85.8
25,155,60.1
21,159,69.3
21,185,85.4
20,167,69.9
23,162,67.9
21,175,75.8
21,168,68.4
22,175,73.0
25,185,81.5
22,163,66.1
21,165,67.8
20,162,67.4
21,188,88.5
25,172,74.4
22,166,68.3
19,167,66.2
23,161,64.8
49,183,82.4
22,192,92.2
21,177,78.1
22,165,70.5
21,153,61.8
24,174,77.5
19,178,77.6
21,163,64.2
20,159,66.5
20,185,87.7
22,160,63.7
20,164,64.6
27,179,80.3
23,160,62.8
19,156,62.2
24,165,68.7
22,188,91.7
20,161,63.7
22,161,64.6
21,169,63.5
22,164,71.4
22,182,78.7
21,184,83.8
29,182,78.7
26,182,80.9
20,170,66.4
23,183,82.1
24,154,67.5
21,163,64.2
21,155,65.5
25,162,67.7
20,146,56.2
23,178,73.6
19,181,77.4
20,184,84.0
55,183,81.3
22,179,77.9
21,160,65.6
23,173,79.1
19,153,61.3
18,182,76.1
24,166,64.9
19,183,83.0
19,179,80.2
22,174,75.3
21,178,77.4
22,150,61.9
21,197,93.4
21,172,76.8
19,184,83.7
21,175,76.4
20,161,68.2
20,157,61.3
19,174,72.1
21,167,69.6
19,159,69.6
21,180,81.4
22,154,65.5
21,167,68.7
19,164,68.4
20,165,67.7
20,177,77.9
20,191,92.0
21,163,69.2
37,174,70.9
23,171,71.6
23,178,76.1
19,182,77.9
25,167,71.6
20,168,68.8
30,164,67.1
23,182,75.7
19,174,75.5
21,192,91.3
20,161,59.5
34,171,71.6
20,179,75.8
23,176,77.9
22,169,63.7
20,167,71.2
21,172,74.7
26,158,59.1
24,188,81.2
26,174,72.4
18,178,79.2
20,190,87.6
23,163,67.7
26,160,65.8
21,186,81.6
24,169,67.9
20,150,58.6
20,170,74.8
20,167,69.4
20,159,67.3
21,186,86.9
23,163,66.2
20,164,67.9
21,171,69.8
18,171,68.5
20,179,80.0
22,169,72.1
21,175,69.6
21,171,71.2
20,175,73.9
18,170,69.8
24,160,64.7
19,166,63.8
21,178,79.7
19,160,67.7
22,171,73.4
20,176,76.3
20,164,63.4
20,173,75.5
23,179,78.5
23,157,64.1
23,183,81.9
20,163,70.3
19,160,65.6
22,174,72.8
18,160,63.1
24,172,71.3
21,193,93.3
22,172,74.8
19,178,79.6
20,159,62.9
21,177,72.0
21,158,62.8
22,182,76.9
20,159,63.5
21,174,71.5
21,169,71.5
25,174,74.7
20,177,75.9
24,163,66.0
20,181,77.2
22,177,81.0
21,172,76.5
21,180,76.4
19,180,82.2
18,175,70.7
23,179,80.5
26,164,66.8
19,184,80.2
22,167,65.0
23,156,64.3
23,179,75.4
22,190,85.9
18,182,86.7
48,167,67.3
21,187,88.2
22,169,73.1
23,169,67.8
20,176,77.7
19,158,64.5
22,187,82.3
22,161,70.1
22,170,77.6
21,180,80.7
20,168,74.5
21,164,70.7
20,181,79.6
22,163,64.5
24,181,84.5
22,184,81.9
26,176,75.8
22,168,71.5
22,160,65.1
41,165,66.3
21,156,61.8
20,171,73.3
24,178,75.1
21,172,73.5
23,156,62.1
21,161,64.6
21,183,81.8
25,157,66.1
21,171,71.4
21,176,74.9
21,156,63.7
22,186,88.9
22,169,70.1
19,179,79.1
22,178,79.3
20,176,75.6
23,156,63.4
20,175,70.4
24,182,82.7
23,164,67.2
21,164,67.7
23,186,87.3
21,169,74.8
24,160,63.4
23,159,63.7
23,166,74.1
23,173,74.9
25,151,58.3
23,153,58.9
20,169,68.9
20,183,80.9
20,158,66.8
19,172,72.2
24,158,66.2
20,188,84.9
21,173,71.6
40,181,77.1
21,162,67.0
22,160,67.7
22,166,67.1
21,157,61.9
20,193,92.0
23,164,69.2
21,185,85.3
22,170,70.1
63,195,96.6
23,182,81.2
21,189,89.9
41,162,67.5
21,168,69.2
25,163,66.0
22,185,80.7
19,184,82.0
22,176,73.9
22,166,69.3
22,154,60.9
20,179,79.2
20,176,69.2
22,182,85.0
21,170,70.0
23,180,83.9
22,191,89.3
26,183,82.2
22,160,67.5
20,181,77.6
19,163,66.8
24,194,92.1
20,162,63.2
22,161,68.0
20,169,70.1
60,175,73.4
19,162,62.0
20,156,61.0
20,187,83.9
24,162,73.5
25,178,78.6
21,185,84.2
22,175,75.5
24,161,62.7
23,183,79.4
21,175,71.9
23,186,82.8
18,181,81.3
21,170,70.2
23,178,77.8
22,170,69.4
22,172,71.1
20,166,71.3
21,183,84.1
19,174,75.2
28,178,78.4
18,161,61.9
20,169,71.7
22,168,71.3
21,184,84.0
20,181,83.1
24,167,66.1
22,182,84.6
21,152,62.2
23,168,70.2
22,162,64.7
22,188,87.0
18,189,91.9
20,166,67.1
20,160,61.9
20,174,73.8
22,165,64.8
26,179,82.6
23,168,71.6
20,168,74.8
21,176,75.2
21,178,77.5
22,154,61.5
20,181,84.9
20,153,62.4
19,178,75.5
20,180,79.9
21,178,77.3
18,192,90.9
20,176,76.3
20,186,84.5
21,176,74.4
22,162,68.0
19,171,71.9
19,168,68.9
23,182,77.5
22,144,57.6
21,179,79.7
21,184,81.5
23,180,78.1
21,167,69.2
26,185,86.3
19,163,67.5
32,158,65.0
21,181,78.7
23,160,65.4
19,157,66.1
23,191,89.6
20,170,72.9
26,155,64.3
22,181,77.4
21,188,84.2
22,162,65.5
23,178,79.5
22,160,62.4
24,163,66.8
20,164,66.1
24,163,61.9
20,174,71.7
25,154,62.3
26,184,84.9
23,160,62.9
20,182,79.0
19,162,67.2
18,168,71.1
20,154,62.7
19,166,69.4
25,166,68.6
24,192,96.8
23,197,99.2
20,166,66.9
18,170,73.1
19,176,76.1
21,186,91.2
24,169,66.7
23,179,75.7
25,166,68.6
18,178,80.0
25,180,82.6
19,176,74.3
22,186,81.2
62,168,71.0
19,186,80.8
23,154,61.9
21,180,74.6
22,170,71.2
20,190,91.1
18,193,94.7
23,178,77.4
20,148,62.0
22,154,66.6
21,178,75.5
20,171,68.6
25,173,71.9
19,159,65.2
23,172,72.8
23,170,69.6
23,200,105.5
24,160,63.4
21,193,92.2
21,157,66.6
20,163,62.8
18,152,56.6
24,201,110.5
20,177,74.8
18,173,73.1
22,162,66.4
22,162,64.8
22,177,74.9
20,171,71.8
21,198,100.2
21,163,63.9
20,166,69.3
21,184,84.8
22,184,82.1
20,167,73.8
22,177,73.6
21,181,78.2
21,171,73.0
22,160,66.2
19,154,67.2
25,179,76.7
21,186,82.9
22,181,81.1
25,155,66.4
22,182,84.9
61,172,71.7
22,154,65.0
21,154,65.2
21,194,91.5
47,181,79.9
20,163,66.7
20,160,59.3
21,149,59.5
21,172,72.6
18,194,91.8
19,168,72.7
20,158,61.4
23,153,60.8
24,161,64.2
20,178,77.3
20,156,62.3
24,187,81.1
22,187,83.9
29,159,65.6
19,167,67.7
23,181,77.0
24,162,67.2
20,174,73.1
22,172,75.5
22,166,66.3
21,168,76.1
21,183,81.3
21,171,70.0
21,170,72.7
21,172,74.4
22,183,80.7
24,174,71.8
26,189,86.0
21,165,67.0
22,177,71.7
23,157,62.7
23,192,91.1
22,163,65.1
19,179,78.8
22,185,85.4
23,168,72.3
19,168,68.0
19,183,82.2
20,188,86.6
21,159,63.5
21,182,82.0
21,177,74.5
24,177,75.1
21,162,67.1
21,177,76.7
19,179,79.2
55,176,73.1
20,160,63.2
21,179,77.2
25,168,76.6
22,176,73.9
22,179,71.2
21,182,82.7
22,175,72.4
22,151,59.4
25,173,74.7
23,184,83.1
21,171,71.4
21,160,65.3
23,177,80.4
18,179,74.4
20,178,75.3
21,168,69.3
21,170,71.7
20,162,65.8
21,179,79.2
22,141,57.8
22,156,65.9
22,178,76.2
44,167,70.0
23,178,78.4
22,160,62.4
25,166,64.5
21,172,74.3
23,171,69.4
21,186,79.6
20,181,83.9
19,201,105.3
19,170,72.5
18,181,79.0
22,181,84.1
22,172,73.3
22,190,85.0
21,169,70.6
23,174,73.9
20,151,60.9
55,152,59.8
22,180,77.3
21,162,67.2
21,165,66.6
23,184,80.8
20,159,66.9
20,154,64.0
22,179,73.0
24,176,78.6
22,185,84.9
19,190,84.3
20,181,78.2
35,163,67.8
38,162,65.5
20,185,90.3
21,192,92.8
19,168,76.4
24,160,68.0
24,177,76.9
21,181,80.1
21,180,78.1
21,179,81.3
20,171,69.4
20,182,78.3
21,180,78.1
18,160,61.4
22,177,74.8
23,167,69.9
22,172,76.6
19,192,93.8
22,153,65.6
21,178,75.8
21,157,61.8
21,150,58.9
19,169,70.0
20,156,62.7
24,163,67.1
22,168,70.7
56,164,69.1
19,193,95.2
22,168,71.9
19,163,64.7
18,173,73.3
24,169,74.3
21,188,86.8
20,176,76.5
19,163,71.7
23,183,81.8
47,175,73.3
19,170,68.4
20,156,65.3
21,180,76.6
26,187,80.8
19,176,75.3
20,184,78.9
23,163,66.7
24,169,66.9
21,188,83.6
22,171,70.9
25,178,81.3
19,166,67.7
22,174,71.4
19,183,81.8
20,184,83.5
21,181,80.5
22,190,90.5
26,179,78.9
23,156,58.7
23,175,74.8
31,174,73.8
22,166,72.6
23,166,69.6
33,175,78.3
21,177,75.8
24,173,72.1
20,164,65.9
21,178,73.1
20,180,77.6
19,188,87.2
20,170,77.7
24,156,56.7
19,177,77.9
21,196,94.1
22,185,87.2
20,173,74.7
20,158,66.0
23,184,80.8
18,162,66.4
20,193,89.5
24,190,96.5
22,146,62.3
21,177,78.7
22,161,65.7
23,172,71.6
22,179,78.1
23,174,74.3
21,164,67.7
20,179,79.0
25,182,75.1
19,166,72.8
47,187,84.2
24,191,91.6
19,176,79.3
22,161,64.4
22,184,86.6
23,157,59.4
21,169,68.3
20,178,74.4
19,155,62.7
21,152,60.2
37,163,65.7
26,176,73.8
21,183,76.0
54,171,70.8
25,179,77.8
21,169,67.7
26,178,76.1
18,175,76.1
19,173,72.0
20,174,73.6
22,174,73.9
20,164,63.3
19,172,68.4
25,170,70.9
21,170,70.7
19,160,62.5
19,174,69.2
21,172,74.1
21,175,72.3
21,166,71.4
23,180,82.8
20,165,71.8
21,170,71.5
19,174,73.6
20,162,69.1
22,145,58.2
23,175,73.9
40,181,83.2
30,159,57.2
22,170,67.9
22,169,67.7
22,172,71.7
20,183,85.7
24,171,71.2
18,157,59.8
20,159,65.9
18,183,79.6
20,177,74.4
24,188,88.6
23,169,73.7
20,170,70.7
21,172,72.6
23,192,96.6
20,174,71.8
22,152,58.9
22,169,65.9
22,173,68.8
22,172,75.8
22,181,81.1
20,156,58.2
22,174,74.7
20,170,72.7
19,177,73.5
21,176,75.9
20,155,58.0
21,182,83.4
23,190,87.6
19,170,70.6
20,154,58.1
20,166,67.9
25,166,64.1
22,163,66.1
21,184,79.0
22,177,80.3
19,185,83.1
20,177,75.1
21,182,80.2
20,162,64.9
33,165,67.1
28,183,80.2
54,174,69.6
22,161,68.1
21,158,66.4
20,148,58.7
21,157,64.7
22,189,88.9
23,174,77.2
21,164,64.4
23,159,62.6
22,183,82.6
20,172,72.8
21,169,68.2
23,158,65.4
21,169,70.8
24,183,79.5
22,201,101.2
19,181,73.2
21,161,64.9
21,190,89.2
19,167,67.8
33,181,82.5
22,170,74.2
19,165,68.0
22,178,76.8
20,165,70.0
19,160,67.6
21,167,68.7
20,166,67.9
20,168,72.0
19,163,69.2
22,183,83.0
22,162,66.4
22,191,91.8
21,158,60.8
24,177,70.8
20,189,83.2
24,169,71.0
41,196,93.7
20,180,75.9
23,175,77.4
25,170,73.7
20,186,80.9
22,181,81.3
22,152,58.9
20,172,71.3
22,187,84.5
22,163,65.8
24,146,58.5
22,191,91.8
19,185,78.1
20,188,87.1
45,169,63.3
19,169,72.1
20,163,69.4
19,166,70.6
24,174,69.9
32,184,83.2
21,168,72.8
58,160,66.4
22,174,76.3
20,160,61.4
19,192,88.1
20,185,86.8
20,164,66.2
19,168,66.5
24,167,67.6
19,151,56.9
22,157,68.4
20,176,79.7
20,172,76.2
22,176,72.5
21,158,63.2
22,174,76.9
21,182,81.8
19,166,63.7
22,169,75.8
22,158,64.7
18,180,74.9
22,158,64.5
26,181,77.4
22,169,71.7
19,188,87.3
19,185,84.6
20,171,74.2
25,174,72.6
21,183,83.5
22,165,65.7
20,171,71.0
29,158,63.0
27,165,67.9
22,169,72.7
19,168,67.6
25,142,59.4
23,178,76.7
19,154,64.6
19,170,67.7
21,188,86.2
20,168,67.8
21,187,84.5
21,191,85.4
22,171,74.0
22,178,79.0
61,172,68.8
24,172,72.3
20,165,68.5
22,170,72.2
22,194,97.4
21,197,96.1
57,180,75.0
22,185,80.5
21,158,63.7
20,176,75.9
22,185,82.7
20,169,65.3
22,175,73.4
47,166,69.5
24,162,64.6
21,190,89.6
41,150,60.2
22,168,73.0
20,201,105.5
22,160,64.4
19,147,59.1
19,172,71.4
19,158,65.0
20,162,68.3
20,181,76.0
21,164,61.7
19,170,75.0
19,160,66.1
20,148,65.0
20,155,61.5
21,169,71.3
20,164,68.1
23,169,66.8
22,190,93.1
23,164,62.1
21,161,66.0
21,174,74.0
22,189,91.9
22,166,61.3
21,160,66.6
19,169,64.7
19,174,74.8
22,173,70.9
19,173,75.9
20,149,59.2
22,179,76.4
19,162,65.7
24,184,85.7
23,172,73.6
22,154,61.2
22,158,64.9
26,182,80.4
19,178,71.1
20,171,71.3
22,169,70.4
21,177,75.7
20,180,77.0
25,170,73.2
22,182,80.0
21,170,71.8
23,160,71.2
20,153,62.9
21,162,66.7
22,174,73.2
23,164,62.0
20,171,74.1
22,166,64.9
23,161,66.9
20,175,70.9
24,164,66.8
21,182,81.4
22,177,79.0
22,172,72.3
23,159,66.6
20,159,57.6
20,166,67.2
21,172,69.5
23,161,62.8
23,170,70.5
19,185,88.2
20,176,80.2
21,168,64.6
19,169,70.3
19,181,81.9
24,168,67.2
20,161,61.9
24,178,77.7
21,185,80.6
23,175,78.4
22,164,65.3
21,156,60.8
19,176,73.1
25,177,78.8
19,174,70.1
21,168,67.0
23,169,66.8
21,178,76.1
25,167,67.6
22,183,83.2
19,166,68.2
23,172,70.2
21,189,88.3
26,172,69.7
22,182,81.5
20,191,89.1
18,182,77.4
20,156,58.8
18,157,62.5
20,182,83.5
23,174,72.2
24,155,61.4
24,178,77.4
26,177,79.7
22,172,71.0
24,174,75.2
22,175,77.1
21,161,67.1
20,177,76.4
21,187,81.7
23,161,65.8
22,163,62.8
24,176,71.8
19,153,64.4
22,178,75.6
21,180,81.5
19,156,64.8
23,188,85.4
24,164,65.2
23,174,71.5
23,200,104.8
21,153,61.9
24,162,69.2
26,172,74.2
21,165,67.7
24,183,85.2
21,184,82.3
20,180,80.1
20,175,77.1
21,181,81.7
24,186,85.6
19,174,71.8
25,177,77.7
21,168,65.4
39,149,64.9
20,150,61.3
23,174,74.7
23,172,73.6
21,171,68.2
21,171,68.8
21,186,85.6
21,176,76.8
22,173,72.5
21,151,62.1
22,176,74.2
22,185,84.0
19,153,61.5
21,193,97.4
21,162,70.6
20,161,65.8
18,153,63.3
22,182,81.6
23,162,64.2
27,168,69.6
24,162,67.9
20,157,60.8
23,182,76.7
22,163,61.4
25,173,76.8
24,175,74.2
19,186,84.6
22,160,63.9
21,168,73.5
19,152,59.7
24,167,69.7
22,168,65.8
20,164,72.8
21,174,79.5
22,151,58.9
23,170,71.1
20,165,70.6
22,175,71.6
23,170,70.8
20,182,82.0
20,158,56.8
19,181,81.5
25,185,84.2
21,172,76.1
23,158,60.8
20,171,71.0
21,154,63.4
27,169,69.4
